/* DATA DESCRIPTION:
Citation:	Köhler, Peter; Nehrbass-Ahles, Christoph; Schmitt, Jochen; Stocker, Thomas F; Fischer, Hubertus (2017): Continuous record of the atmospheric greenhouse gas carbon dioxide (CO2), final spline-smoothed data of calculated radiative forcing (Version 1) [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.871271, 
	In supplement to: Köhler, P et al. (2017): A 156 kyr smoothed history of the atmospheric greenhouse gases CO2, CH4, and N2O and their radiative forcing. Earth System Science Data, 9(1), 363-387, https://doi.org/10.5194/essd-9-363-2017
New version:	Köhler, Peter; Nehrbass-Ahles, Christoph; Schmitt, Jochen; Stocker, Thomas F; Fischer, Hubertus (2017): Continuous record of the atmospheric greenhouse gas carbon dioxide (CO2), final spline-smoothed data of calculated radiative forcing (Version 2). PANGAEA, https://doi.org/10.1594/PANGAEA.876013
Related to:	Köhler, Peter; Nehrbass-Ahles, Christoph; Schmitt, Jochen; Stocker, Thomas F; Fischer, Hubertus (2017): Continuous records of the atmospheric greenhouse gases CO2, CH4, and N2O and their radiative forcing since the penultimate glacial maximum. Earth System Science Data Discussions, https://doi.org/10.5194/essd-2017-6
Comment:	Final spline with 156373 lines (-66 BP to 156306 BP).
Parameter(s):	AGE [ka BP] (Age) * GEOCODE * PI: Köhler, Peter (https://orcid.org/0000-0003-0904-8484, Peter.Koehler@awi.de, http://www.awi.de/en/about-us/organisation/staff/peter-koehler.html)
	Carbon dioxide, dry-air mole fraction [µmol/mol] (CO2) * PI: Köhler, Peter (https://orcid.org/0000-0003-0904-8484, Peter.Koehler@awi.de, http://www.awi.de/en/about-us/organisation/staff/peter-koehler.html) * COMMENT: µmol/mol = ppm
	Radiative forcing of atmospheric carbon dioxide [W/m**2] (dR_[CO2]) * PI: Köhler, Peter (https://orcid.org/0000-0003-0904-8484, Peter.Koehler@awi.de, http://www.awi.de/en/about-us/organisation/staff/peter-koehler.html) * COMMENT: = 5.35 * ln(CO2/(278 ppm))
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	312746 data points
*/
Age [ka BP]	CO2 [µmol/mol]	dR_[CO2] [W/m**2]
68.350	202.97	-1.683
68.351	202.97	-1.683
68.352	202.97	-1.683
68.353	202.98	-1.683
68.354	202.98	-1.683
68.355	202.98	-1.683
68.356	202.98	-1.683
68.357	202.99	-1.682
68.358	202.99	-1.682
68.359	202.99	-1.682
68.360	202.99	-1.682
68.361	203.00	-1.682
68.362	203.00	-1.682
68.363	203.00	-1.682
68.364	203.00	-1.682
68.365	203.01	-1.682
68.366	203.01	-1.682
68.367	203.01	-1.682
68.368	203.01	-1.682
68.369	203.02	-1.682
68.370	203.02	-1.682
68.371	203.02	-1.682
68.372	203.03	-1.681
68.373	203.03	-1.681
68.374	203.03	-1.681
68.375	203.03	-1.681
68.376	203.04	-1.681
68.377	203.04	-1.681
68.378	203.04	-1.681
68.379	203.04	-1.681
68.380	203.05	-1.681
68.381	203.05	-1.681
68.382	203.05	-1.681
68.383	203.05	-1.681
68.384	203.06	-1.681
68.385	203.06	-1.681
68.386	203.06	-1.680
68.387	203.07	-1.680
68.388	203.07	-1.680
68.389	203.07	-1.680
68.390	203.07	-1.680
68.391	203.08	-1.680
68.392	203.08	-1.680
68.393	203.08	-1.680
68.394	203.08	-1.680
68.395	203.09	-1.680
68.396	203.09	-1.680
68.397	203.09	-1.680
68.398	203.10	-1.680
68.399	203.10	-1.680
68.400	203.10	-1.679
68.401	203.10	-1.679
68.402	203.11	-1.679
68.403	203.11	-1.679
68.404	203.11	-1.679
68.405	203.11	-1.679
68.406	203.12	-1.679
68.407	203.12	-1.679
68.408	203.12	-1.679
68.409	203.13	-1.679
68.410	203.13	-1.679
68.411	203.13	-1.679
68.412	203.13	-1.679
68.413	203.14	-1.679
68.414	203.14	-1.678
68.415	203.14	-1.678
68.416	203.14	-1.678
68.417	203.15	-1.678
68.418	203.15	-1.678
68.419	203.15	-1.678
68.420	203.16	-1.678
68.421	203.16	-1.678
68.422	203.16	-1.678
68.423	203.16	-1.678
68.424	203.17	-1.678
68.425	203.17	-1.678
68.426	203.17	-1.678
68.427	203.18	-1.677
68.428	203.18	-1.677
68.429	203.18	-1.677
68.430	203.18	-1.677
68.431	203.19	-1.677
68.432	203.19	-1.677
68.433	203.19	-1.677
68.434	203.20	-1.677
68.435	203.20	-1.677
68.436	203.20	-1.677
68.437	203.20	-1.677
68.438	203.21	-1.677
68.439	203.21	-1.677
68.440	203.21	-1.677
68.441	203.22	-1.676
68.442	203.22	-1.676
68.443	203.22	-1.676
68.444	203.22	-1.676
68.445	203.23	-1.676
68.446	203.23	-1.676
68.447	203.23	-1.676
68.448	203.24	-1.676
68.449	203.24	-1.676
68.450	203.24	-1.676
68.451	203.24	-1.676
68.452	203.25	-1.676
68.453	203.25	-1.676
68.454	203.25	-1.675
68.455	203.26	-1.675
68.456	203.26	-1.675
68.457	203.26	-1.675
68.458	203.27	-1.675
68.459	203.27	-1.675
68.460	203.27	-1.675
68.461	203.27	-1.675
68.462	203.28	-1.675
68.463	203.28	-1.675
68.464	203.28	-1.675
68.465	203.29	-1.675
68.466	203.29	-1.675
68.467	203.29	-1.674
68.468	203.30	-1.674
68.469	203.30	-1.674
68.470	203.30	-1.674
68.471	203.30	-1.674
68.472	203.31	-1.674
68.473	203.31	-1.674
68.474	203.31	-1.674
68.475	203.32	-1.674
68.476	203.32	-1.674
68.477	203.32	-1.674
68.478	203.33	-1.674
68.479	203.33	-1.673
68.480	203.33	-1.673
68.481	203.33	-1.673
68.482	203.34	-1.673
68.483	203.34	-1.673
68.484	203.34	-1.673
68.485	203.35	-1.673
68.486	203.35	-1.673
68.487	203.35	-1.673
68.488	203.36	-1.673
68.489	203.36	-1.673
68.490	203.36	-1.673
68.491	203.37	-1.673
68.492	203.37	-1.672
68.493	203.37	-1.672
68.494	203.37	-1.672
68.495	203.38	-1.672
68.496	203.38	-1.672
68.497	203.38	-1.672
68.498	203.39	-1.672
68.499	203.39	-1.672
68.500	203.39	-1.672
68.501	203.40	-1.672
68.502	203.40	-1.672
68.503	203.40	-1.672
68.504	203.41	-1.671
68.505	203.41	-1.671
68.506	203.41	-1.671
68.507	203.42	-1.671
68.508	203.42	-1.671
68.509	203.42	-1.671
68.510	203.42	-1.671
68.511	203.43	-1.671
68.512	203.43	-1.671
68.513	203.43	-1.671
68.514	203.44	-1.671
68.515	203.44	-1.671
68.516	203.44	-1.670
68.517	203.45	-1.670
68.518	203.45	-1.670
68.519	203.45	-1.670
68.520	203.46	-1.670
68.521	203.46	-1.670
68.522	203.46	-1.670
68.523	203.47	-1.670
68.524	203.47	-1.670
68.525	203.47	-1.670
68.526	203.48	-1.670
68.527	203.48	-1.669
68.528	203.48	-1.669
68.529	203.49	-1.669
68.530	203.49	-1.669
68.531	203.49	-1.669
68.532	203.50	-1.669
68.533	203.50	-1.669
68.534	203.50	-1.669
68.535	203.51	-1.669
68.536	203.51	-1.669
68.537	203.51	-1.669
68.538	203.52	-1.669
68.539	203.52	-1.668
68.540	203.52	-1.668
68.541	203.53	-1.668
68.542	203.53	-1.668
68.543	203.53	-1.668
68.544	203.54	-1.668
68.545	203.54	-1.668
68.546	203.54	-1.668
68.547	203.55	-1.668
68.548	203.55	-1.668
68.549	203.55	-1.668
68.550	203.56	-1.667
68.551	203.56	-1.667
68.552	203.56	-1.667
68.553	203.57	-1.667
68.554	203.57	-1.667
68.555	203.57	-1.667
68.556	203.58	-1.667
68.557	203.58	-1.667
68.558	203.58	-1.667
68.559	203.59	-1.667
68.560	203.59	-1.667
68.561	203.59	-1.667
68.562	203.60	-1.666
68.563	203.60	-1.666
68.564	203.60	-1.666
68.565	203.61	-1.666
68.566	203.61	-1.666
68.567	203.61	-1.666
68.568	203.62	-1.666
68.569	203.62	-1.666
68.570	203.62	-1.666
68.571	203.63	-1.666
68.572	203.63	-1.666
68.573	203.64	-1.665
68.574	203.64	-1.665
68.575	203.64	-1.665
68.576	203.65	-1.665
68.577	203.65	-1.665
68.578	203.65	-1.665
68.579	203.66	-1.665
68.580	203.66	-1.665
68.581	203.66	-1.665
68.582	203.67	-1.665
68.583	203.67	-1.664
68.584	203.67	-1.664
68.585	203.68	-1.664
68.586	203.68	-1.664
68.587	203.68	-1.664
68.588	203.69	-1.664
68.589	203.69	-1.664
68.590	203.70	-1.664
68.591	203.70	-1.664
68.592	203.70	-1.664
68.593	203.71	-1.664
68.594	203.71	-1.663
68.595	203.71	-1.663
68.596	203.72	-1.663
68.597	203.72	-1.663
68.598	203.72	-1.663
68.599	203.73	-1.663
68.600	203.73	-1.663
68.601	203.74	-1.663
68.602	203.74	-1.663
68.603	203.74	-1.663
68.604	203.75	-1.662
68.605	203.75	-1.662
68.606	203.75	-1.662
68.607	203.76	-1.662
68.608	203.76	-1.662
68.609	203.76	-1.662
68.610	203.77	-1.662
68.611	203.77	-1.662
68.612	203.78	-1.662
68.613	203.78	-1.662
68.614	203.78	-1.662
68.615	203.79	-1.661
68.616	203.79	-1.661
68.617	203.79	-1.661
68.618	203.80	-1.661
68.619	203.80	-1.661
68.620	203.81	-1.661
68.621	203.81	-1.661
68.622	203.81	-1.661
68.623	203.82	-1.661
68.624	203.82	-1.661
68.625	203.82	-1.660
68.626	203.83	-1.660
68.627	203.83	-1.660
68.628	203.84	-1.660
68.629	203.84	-1.660
68.630	203.84	-1.660
68.631	203.85	-1.660
68.632	203.85	-1.660
68.633	203.86	-1.660
68.634	203.86	-1.660
68.635	203.86	-1.659
68.636	203.87	-1.659
68.637	203.87	-1.659
68.638	203.87	-1.659
68.639	203.88	-1.659
68.640	203.88	-1.659
68.641	203.89	-1.659
68.642	203.89	-1.659
68.643	203.89	-1.659
68.644	203.90	-1.659
68.645	203.90	-1.658
68.646	203.91	-1.658
68.647	203.91	-1.658
68.648	203.91	-1.658
68.649	203.92	-1.658
68.650	203.92	-1.658
68.651	203.93	-1.658
68.652	203.93	-1.658
68.653	203.93	-1.658
68.654	203.94	-1.657
68.655	203.94	-1.657
68.656	203.95	-1.657
68.657	203.95	-1.657
68.658	203.95	-1.657
68.659	203.96	-1.657
68.660	203.96	-1.657
68.661	203.97	-1.657
68.662	203.97	-1.657
68.663	203.97	-1.657
68.664	203.98	-1.656
68.665	203.98	-1.656
68.666	203.99	-1.656
68.667	203.99	-1.656
68.668	203.99	-1.656
68.669	204.00	-1.656
68.670	204.00	-1.656
68.671	204.01	-1.656
68.672	204.01	-1.656
68.673	204.01	-1.655
68.674	204.02	-1.655
68.675	204.02	-1.655
68.676	204.03	-1.655
68.677	204.03	-1.655
68.678	204.03	-1.655
68.679	204.04	-1.655
68.680	204.04	-1.655
68.681	204.05	-1.655
68.682	204.05	-1.655
68.683	204.05	-1.654
68.684	204.06	-1.654
68.685	204.06	-1.654
68.686	204.07	-1.654
68.687	204.07	-1.654
68.688	204.08	-1.654
68.689	204.08	-1.654
68.690	204.08	-1.654
68.691	204.09	-1.654
68.692	204.09	-1.653
68.693	204.10	-1.653
68.694	204.10	-1.653
68.695	204.10	-1.653
68.696	204.11	-1.653
68.697	204.11	-1.653
68.698	204.12	-1.653
68.699	204.12	-1.653
68.700	204.13	-1.653
68.701	204.13	-1.652
68.702	204.13	-1.652
68.703	204.14	-1.652
68.704	204.14	-1.652
68.705	204.15	-1.652
68.706	204.15	-1.652
68.707	204.15	-1.652
68.708	204.16	-1.652
68.709	204.16	-1.652
68.710	204.17	-1.651
68.711	204.17	-1.651
68.712	204.18	-1.651
68.713	204.18	-1.651
68.714	204.18	-1.651
68.715	204.19	-1.651
68.716	204.19	-1.651
68.717	204.20	-1.651
68.718	204.20	-1.651
68.719	204.21	-1.650
68.720	204.21	-1.650
68.721	204.21	-1.650
68.722	204.22	-1.650
68.723	204.22	-1.650
68.724	204.23	-1.650
68.725	204.23	-1.650
68.726	204.24	-1.650
68.727	204.24	-1.650
68.728	204.24	-1.649
68.729	204.25	-1.649
68.730	204.25	-1.649
68.731	204.26	-1.649
68.732	204.26	-1.649
68.733	204.27	-1.649
68.734	204.27	-1.649
68.735	204.28	-1.649
68.736	204.28	-1.649
68.737	204.28	-1.648
68.738	204.29	-1.648
68.739	204.29	-1.648
68.740	204.30	-1.648
68.741	204.30	-1.648
68.742	204.31	-1.648
68.743	204.31	-1.648
68.744	204.31	-1.648
68.745	204.32	-1.647
68.746	204.32	-1.647
68.747	204.33	-1.647
68.748	204.33	-1.647
68.749	204.34	-1.647
68.750	204.34	-1.647
68.751	204.35	-1.647
68.752	204.35	-1.647
68.753	204.35	-1.647
68.754	204.36	-1.646
68.755	204.36	-1.646
68.756	204.37	-1.646
68.757	204.37	-1.646
68.758	204.38	-1.646
68.759	204.38	-1.646
68.760	204.39	-1.646
68.761	204.39	-1.646
68.762	204.40	-1.645
68.763	204.40	-1.645
68.764	204.40	-1.645
68.765	204.41	-1.645
68.766	204.41	-1.645
68.767	204.42	-1.645
68.768	204.42	-1.645
68.769	204.43	-1.645
68.770	204.43	-1.645
68.771	204.44	-1.644
68.772	204.44	-1.644
68.773	204.44	-1.644
68.774	204.45	-1.644
68.775	204.45	-1.644
68.776	204.46	-1.644
68.777	204.46	-1.644
68.778	204.47	-1.644
68.779	204.47	-1.643
68.780	204.48	-1.643
68.781	204.48	-1.643
68.782	204.49	-1.643
68.783	204.49	-1.643
68.784	204.49	-1.643
68.785	204.50	-1.643
68.786	204.50	-1.643
68.787	204.51	-1.643
68.788	204.51	-1.642
68.789	204.52	-1.642
68.790	204.52	-1.642
68.791	204.53	-1.642
68.792	204.53	-1.642
68.793	204.54	-1.642
68.794	204.54	-1.642
68.795	204.55	-1.642
68.796	204.55	-1.641
68.797	204.55	-1.641
68.798	204.56	-1.641
68.799	204.56	-1.641
68.800	204.57	-1.641
68.801	204.57	-1.641
68.802	204.58	-1.641
68.803	204.58	-1.641
68.804	204.59	-1.640
68.805	204.59	-1.640
68.806	204.60	-1.640
68.807	204.60	-1.640
68.808	204.61	-1.640
68.809	204.61	-1.640
68.810	204.62	-1.640
68.811	204.62	-1.640
68.812	204.62	-1.639
68.813	204.63	-1.639
68.814	204.63	-1.639
68.815	204.64	-1.639
68.816	204.64	-1.639
68.817	204.65	-1.639
68.818	204.65	-1.639
68.819	204.66	-1.639
68.820	204.66	-1.638
68.821	204.67	-1.638
68.822	204.67	-1.638
68.823	204.68	-1.638
68.824	204.68	-1.638
68.825	204.69	-1.638
68.826	204.69	-1.638
68.827	204.70	-1.638
68.828	204.70	-1.637
68.829	204.71	-1.637
68.830	204.71	-1.637
68.831	204.71	-1.637
68.832	204.72	-1.637
68.833	204.72	-1.637
68.834	204.73	-1.637
68.835	204.73	-1.637
68.836	204.74	-1.636
68.837	204.74	-1.636
68.838	204.75	-1.636
68.839	204.75	-1.636
68.840	204.76	-1.636
68.841	204.76	-1.636
68.842	204.77	-1.636
68.843	204.77	-1.636
68.844	204.78	-1.635
68.845	204.78	-1.635
68.846	204.79	-1.635
68.847	204.79	-1.635
68.848	204.80	-1.635
68.849	204.80	-1.635
68.850	204.81	-1.635
68.851	204.81	-1.635
68.852	204.82	-1.634
68.853	204.82	-1.634
68.854	204.83	-1.634
68.855	204.83	-1.634
68.856	204.84	-1.634
68.857	204.84	-1.634
68.858	204.84	-1.634
68.859	204.85	-1.634
68.860	204.85	-1.633
68.861	204.86	-1.633
68.862	204.86	-1.633
68.863	204.87	-1.633
68.864	204.87	-1.633
68.865	204.88	-1.633
68.866	204.88	-1.633
68.867	204.89	-1.633
68.868	204.89	-1.632
68.869	204.90	-1.632
68.870	204.90	-1.632
68.871	204.91	-1.632
68.872	204.91	-1.632
68.873	204.92	-1.632
68.874	204.92	-1.632
68.875	204.93	-1.632
68.876	204.93	-1.631
68.877	204.94	-1.631
68.878	204.94	-1.631
68.879	204.95	-1.631
68.880	204.95	-1.631
68.881	204.96	-1.631
68.882	204.96	-1.631
68.883	204.97	-1.631
68.884	204.97	-1.630
68.885	204.98	-1.630
68.886	204.98	-1.630
68.887	204.99	-1.630
68.888	204.99	-1.630
68.889	205.00	-1.630
68.890	205.00	-1.630
68.891	205.01	-1.629
68.892	205.01	-1.629
68.893	205.02	-1.629
68.894	205.02	-1.629
68.895	205.03	-1.629
68.896	205.03	-1.629
68.897	205.04	-1.629
68.898	205.04	-1.629
68.899	205.05	-1.628
68.900	205.05	-1.628
68.901	205.06	-1.628
68.902	205.06	-1.628
68.903	205.07	-1.628
68.904	205.07	-1.628
68.905	205.08	-1.628
68.906	205.08	-1.628
68.907	205.09	-1.627
68.908	205.09	-1.627
68.909	205.10	-1.627
68.910	205.10	-1.627
68.911	205.11	-1.627
68.912	205.11	-1.627
68.913	205.12	-1.627
68.914	205.12	-1.626
68.915	205.13	-1.626
68.916	205.13	-1.626
68.917	205.14	-1.626
68.918	205.14	-1.626
68.919	205.15	-1.626
68.920	205.15	-1.626
68.921	205.16	-1.626
68.922	205.16	-1.625
68.923	205.17	-1.625
68.924	205.17	-1.625
68.925	205.18	-1.625
68.926	205.18	-1.625
68.927	205.19	-1.625
68.928	205.19	-1.625
68.929	205.20	-1.625
68.930	205.20	-1.624
68.931	205.21	-1.624
68.932	205.21	-1.624
68.933	205.22	-1.624
68.934	205.22	-1.624
68.935	205.23	-1.624
68.936	205.23	-1.624
68.937	205.24	-1.623
68.938	205.24	-1.623
68.939	205.25	-1.623
68.940	205.25	-1.623
68.941	205.26	-1.623
68.942	205.26	-1.623
68.943	205.27	-1.623
68.944	205.27	-1.623
68.945	205.28	-1.622
68.946	205.28	-1.622
68.947	205.29	-1.622
68.948	205.29	-1.622
68.949	205.30	-1.622
68.950	205.30	-1.622
68.951	205.31	-1.622
68.952	205.31	-1.621
68.953	205.32	-1.621
68.954	205.32	-1.621
68.955	205.33	-1.621
68.956	205.33	-1.621
68.957	205.34	-1.621
68.958	205.35	-1.621
68.959	205.35	-1.621
68.960	205.36	-1.620
68.961	205.36	-1.620
68.962	205.37	-1.620
68.963	205.37	-1.620
68.964	205.38	-1.620
68.965	205.38	-1.620
68.966	205.39	-1.620
68.967	205.39	-1.619
68.968	205.40	-1.619
68.969	205.40	-1.619
68.970	205.41	-1.619
68.971	205.41	-1.619
68.972	205.42	-1.619
68.973	205.42	-1.619
68.974	205.43	-1.619
68.975	205.43	-1.618
68.976	205.44	-1.618
68.977	205.44	-1.618
68.978	205.45	-1.618
68.979	205.45	-1.618
68.980	205.46	-1.618
68.981	205.46	-1.618
68.982	205.47	-1.617
68.983	205.47	-1.617
68.984	205.48	-1.617
68.985	205.48	-1.617
68.986	205.49	-1.617
68.987	205.49	-1.617
68.988	205.50	-1.617
68.989	205.51	-1.617
68.990	205.51	-1.616
68.991	205.52	-1.616
68.992	205.52	-1.616
68.993	205.53	-1.616
68.994	205.53	-1.616
68.995	205.54	-1.616
68.996	205.54	-1.616
68.997	205.55	-1.615
68.998	205.55	-1.615
68.999	205.56	-1.615
69.000	205.56	-1.615
69.001	205.57	-1.615
69.002	205.57	-1.615
69.003	205.58	-1.615
69.004	205.58	-1.614
69.005	205.59	-1.614
69.006	205.59	-1.614
69.007	205.60	-1.614
69.008	205.60	-1.614
69.009	205.61	-1.614
69.010	205.62	-1.614
69.011	205.62	-1.613
69.012	205.63	-1.613
69.013	205.63	-1.613
69.014	205.64	-1.613
69.015	205.64	-1.613
69.016	205.65	-1.613
69.017	205.65	-1.613
69.018	205.66	-1.613
69.019	205.66	-1.612
69.020	205.67	-1.612
69.021	205.67	-1.612
69.022	205.68	-1.612
69.023	205.68	-1.612
69.024	205.69	-1.612
69.025	205.69	-1.612
69.026	205.70	-1.611
69.027	205.71	-1.611
69.028	205.71	-1.611
69.029	205.72	-1.611
69.030	205.72	-1.611
69.031	205.73	-1.611
69.032	205.73	-1.611
69.033	205.74	-1.610
69.034	205.74	-1.610
69.035	205.75	-1.610
69.036	205.75	-1.610
69.037	205.76	-1.610
69.038	205.76	-1.610
69.039	205.77	-1.610
69.040	205.78	-1.609
69.041	205.78	-1.609
69.042	205.79	-1.609
69.043	205.79	-1.609
69.044	205.80	-1.609
69.045	205.80	-1.609
69.046	205.81	-1.609
69.047	205.81	-1.608
69.048	205.82	-1.608
69.049	205.82	-1.608
69.050	205.83	-1.608
69.051	205.83	-1.608
69.052	205.84	-1.608
69.053	205.85	-1.608
69.054	205.85	-1.608
69.055	205.86	-1.607
69.056	205.86	-1.607
69.057	205.87	-1.607
69.058	205.87	-1.607
69.059	205.88	-1.607
69.060	205.88	-1.607
69.061	205.89	-1.607
69.062	205.89	-1.606
69.063	205.90	-1.606
69.064	205.91	-1.606
69.065	205.91	-1.606
69.066	205.92	-1.606
69.067	205.92	-1.606
69.068	205.93	-1.606
69.069	205.93	-1.605
69.070	205.94	-1.605
69.071	205.94	-1.605
69.072	205.95	-1.605
69.073	205.96	-1.605
69.074	205.96	-1.605
69.075	205.97	-1.605
69.076	205.97	-1.604
69.077	205.98	-1.604
69.078	205.98	-1.604
69.079	205.99	-1.604
69.080	205.99	-1.604
69.081	206.00	-1.604
69.082	206.01	-1.603
69.083	206.01	-1.603
69.084	206.02	-1.603
69.085	206.02	-1.603
69.086	206.03	-1.603
69.087	206.03	-1.603
69.088	206.04	-1.603
69.089	206.04	-1.602
69.090	206.05	-1.602
69.091	206.06	-1.602
69.092	206.06	-1.602
69.093	206.07	-1.602
69.094	206.07	-1.602
69.095	206.08	-1.602
69.096	206.08	-1.601
69.097	206.09	-1.601
69.098	206.10	-1.601
69.099	206.10	-1.601
69.100	206.11	-1.601
69.101	206.11	-1.601
69.102	206.12	-1.601
69.103	206.12	-1.600
69.104	206.13	-1.600
69.105	206.14	-1.600
69.106	206.14	-1.600
69.107	206.15	-1.600
69.108	206.15	-1.600
69.109	206.16	-1.600
69.110	206.16	-1.599
69.111	206.17	-1.599
69.112	206.18	-1.599
69.113	206.18	-1.599
69.114	206.19	-1.599
69.115	206.19	-1.599
69.116	206.20	-1.598
69.117	206.20	-1.598
69.118	206.21	-1.598
69.119	206.22	-1.598
69.120	206.22	-1.598
69.121	206.23	-1.598
69.122	206.23	-1.598
69.123	206.24	-1.597
69.124	206.24	-1.597
69.125	206.25	-1.597
69.126	206.26	-1.597
69.127	206.26	-1.597
69.128	206.27	-1.597
69.129	206.27	-1.597
69.130	206.28	-1.596
69.131	206.29	-1.596
69.132	206.29	-1.596
69.133	206.30	-1.596
69.134	206.30	-1.596
69.135	206.31	-1.596
69.136	206.31	-1.595
69.137	206.32	-1.595
69.138	206.33	-1.595
69.139	206.33	-1.595
69.140	206.34	-1.595
69.141	206.34	-1.595
69.142	206.35	-1.595
69.143	206.36	-1.594
69.144	206.36	-1.594
69.145	206.37	-1.594
69.146	206.37	-1.594
69.147	206.38	-1.594
69.148	206.39	-1.594
69.149	206.39	-1.593
69.150	206.40	-1.593
69.151	206.40	-1.593
69.152	206.41	-1.593
69.153	206.42	-1.593
69.154	206.42	-1.593
69.155	206.43	-1.593
69.156	206.43	-1.592
69.157	206.44	-1.592
69.158	206.45	-1.592
69.159	206.45	-1.592
69.160	206.46	-1.592
69.161	206.46	-1.592
69.162	206.47	-1.591
69.163	206.48	-1.591
69.164	206.48	-1.591
69.165	206.49	-1.591
69.166	206.49	-1.591
69.167	206.50	-1.591
69.168	206.51	-1.591
69.169	206.51	-1.590
69.170	206.52	-1.590
69.171	206.52	-1.590
69.172	206.53	-1.590
69.173	206.54	-1.590
69.174	206.54	-1.590
69.175	206.55	-1.589
69.176	206.55	-1.589
69.177	206.56	-1.589
69.178	206.57	-1.589
69.179	206.57	-1.589
69.180	206.58	-1.589
69.181	206.58	-1.588
69.182	206.59	-1.588
69.183	206.60	-1.588
69.184	206.60	-1.588
69.185	206.61	-1.588
69.186	206.61	-1.588
69.187	206.62	-1.588
69.188	206.63	-1.587
69.189	206.63	-1.587
69.190	206.64	-1.587
69.191	206.65	-1.587
69.192	206.65	-1.587
69.193	206.66	-1.587
69.194	206.66	-1.586
69.195	206.67	-1.586
69.196	206.68	-1.586
69.197	206.68	-1.586
69.198	206.69	-1.586
69.199	206.70	-1.586
69.200	206.70	-1.585
69.201	206.71	-1.585
69.202	206.71	-1.585
69.203	206.72	-1.585
69.204	206.73	-1.585
69.205	206.73	-1.585
69.206	206.74	-1.584
69.207	206.75	-1.584
69.208	206.75	-1.584
69.209	206.76	-1.584
69.210	206.76	-1.584
69.211	206.77	-1.584
69.212	206.78	-1.584
69.213	206.78	-1.583
69.214	206.79	-1.583
69.215	206.80	-1.583
69.216	206.80	-1.583
69.217	206.81	-1.583
69.218	206.81	-1.583
69.219	206.82	-1.582
69.220	206.83	-1.582
69.221	206.83	-1.582
69.222	206.84	-1.582
69.223	206.85	-1.582
69.224	206.85	-1.582
69.225	206.86	-1.581
69.226	206.87	-1.581
69.227	206.87	-1.581
69.228	206.88	-1.581
69.229	206.88	-1.581
69.230	206.89	-1.581
69.231	206.90	-1.580
69.232	206.90	-1.580
69.233	206.91	-1.580
69.234	206.92	-1.580
69.235	206.92	-1.580
69.236	206.93	-1.580
69.237	206.94	-1.579
69.238	206.94	-1.579
69.239	206.95	-1.579
69.240	206.96	-1.579
69.241	206.96	-1.579
69.242	206.97	-1.579
69.243	206.98	-1.578
69.244	206.98	-1.578
69.245	206.99	-1.578
69.246	206.99	-1.578
69.247	207.00	-1.578
69.248	207.01	-1.578
69.249	207.01	-1.577
69.250	207.02	-1.577
69.251	207.03	-1.577
69.252	207.03	-1.577
69.253	207.04	-1.577
69.254	207.05	-1.577
69.255	207.05	-1.576
69.256	207.06	-1.576
69.257	207.07	-1.576
69.258	207.07	-1.576
69.259	207.08	-1.576
69.260	207.09	-1.575
69.261	207.09	-1.575
69.262	207.10	-1.575
69.263	207.11	-1.575
69.264	207.11	-1.575
69.265	207.12	-1.575
69.266	207.13	-1.574
69.267	207.13	-1.574
69.268	207.14	-1.574
69.269	207.15	-1.574
69.270	207.15	-1.574
69.271	207.16	-1.574
69.272	207.17	-1.573
69.273	207.17	-1.573
69.274	207.18	-1.573
69.275	207.19	-1.573
69.276	207.19	-1.573
69.277	207.20	-1.573
69.278	207.21	-1.572
69.279	207.21	-1.572
69.280	207.22	-1.572
69.281	207.23	-1.572
69.282	207.23	-1.572
69.283	207.24	-1.572
69.284	207.25	-1.571
69.285	207.25	-1.571
69.286	207.26	-1.571
69.287	207.27	-1.571
69.288	207.27	-1.571
69.289	207.28	-1.570
69.290	207.29	-1.570
69.291	207.29	-1.570
69.292	207.30	-1.570
69.293	207.31	-1.570
69.294	207.31	-1.570
69.295	207.32	-1.569
69.296	207.33	-1.569
69.297	207.33	-1.569
69.298	207.34	-1.569
69.299	207.35	-1.569
69.300	207.36	-1.569
69.301	207.36	-1.568
69.302	207.37	-1.568
69.303	207.38	-1.568
69.304	207.38	-1.568
69.305	207.39	-1.568
69.306	207.40	-1.567
69.307	207.40	-1.567
69.308	207.41	-1.567
69.309	207.42	-1.567
69.310	207.42	-1.567
69.311	207.43	-1.567
69.312	207.44	-1.566
69.313	207.45	-1.566
69.314	207.45	-1.566
69.315	207.46	-1.566
69.316	207.47	-1.566
69.317	207.47	-1.566
69.318	207.48	-1.565
69.319	207.49	-1.565
69.320	207.49	-1.565
69.321	207.50	-1.565
69.322	207.51	-1.565
69.323	207.52	-1.564
69.324	207.52	-1.564
69.325	207.53	-1.564
69.326	207.54	-1.564
69.327	207.54	-1.564
69.328	207.55	-1.564
69.329	207.56	-1.563
69.330	207.56	-1.563
69.331	207.57	-1.563
69.332	207.58	-1.563
69.333	207.59	-1.563
69.334	207.59	-1.562
69.335	207.60	-1.562
69.336	207.61	-1.562
69.337	207.61	-1.562
69.338	207.62	-1.562
69.339	207.63	-1.562
69.340	207.64	-1.561
