/* DATA DESCRIPTION:
Citation:	Köhler, Peter; Nehrbass-Ahles, Christoph; Schmitt, Jochen; Stocker, Thomas F; Fischer, Hubertus (2017): Continuous record of the atmospheric greenhouse gas methane (CH4), final spline-smoothed data of calculated radiative forcing (Version 1) [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.871270, 
	In supplement to: Köhler, P et al. (2017): A 156 kyr smoothed history of the atmospheric greenhouse gases CO2, CH4, and N2O and their radiative forcing. Earth System Science Data, 9(1), 363-387, https://doi.org/10.5194/essd-9-363-2017
New version:	Köhler, Peter; Nehrbass-Ahles, Christoph; Schmitt, Jochen; Stocker, Thomas F; Fischer, Hubertus (2017): Continuous record of the atmospheric greenhouse gas methane (CH4), final spline-smoothed data of calculated radiative forcing (Version 2). PANGAEA, https://doi.org/10.1594/PANGAEA.876009
Related to:	Köhler, Peter; Nehrbass-Ahles, Christoph; Schmitt, Jochen; Stocker, Thomas F; Fischer, Hubertus (2017): Continuous records of the atmospheric greenhouse gases CO2, CH4, and N2O and their radiative forcing since the penultimate glacial maximum. Earth System Science Data Discussions, https://doi.org/10.5194/essd-2017-6
Comment:	Final spline with 156278 lines (-66 BP to 156211 BP).
Parameter(s):	AGE [ka BP] (Age) * GEOCODE * PI: Köhler, Peter (https://orcid.org/0000-0003-0904-8484, Peter.Koehler@awi.de, http://www.awi.de/en/about-us/organisation/staff/peter-koehler.html)
	Methane, dry-air mole fraction [nmol/mol] (CH4) * PI: Köhler, Peter (https://orcid.org/0000-0003-0904-8484, Peter.Koehler@awi.de, http://www.awi.de/en/about-us/organisation/staff/peter-koehler.html) * COMMENT: nmol/mol = ppb
	Radiative forcing of atmospheric methane [W/m**2] (dR_[CH4]) * PI: Köhler, Peter (https://orcid.org/0000-0003-0904-8484, Peter.Koehler@awi.de, http://www.awi.de/en/about-us/organisation/staff/peter-koehler.html) * COMMENT: = 1.4 * 0.036 * (sqrt(CH4/ppb)-sqrt(742))
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	312556 data points
*/
Age [ka BP]	CH4 [nmol/mol]	dR_[CH4] [W/m**2]
57.156	540.57	-0.201
57.157	540.29	-0.201
57.158	540.01	-0.202
57.159	539.73	-0.202
57.160	539.45	-0.202
57.161	539.16	-0.203
57.162	538.87	-0.203
57.163	538.58	-0.203
57.164	538.29	-0.204
57.165	538.00	-0.204
57.166	537.71	-0.204
57.167	537.42	-0.204
57.168	537.12	-0.205
57.169	536.83	-0.205
57.170	536.53	-0.205
57.171	536.24	-0.206
57.172	535.95	-0.206
57.173	535.66	-0.206
57.174	535.36	-0.207
57.175	535.07	-0.207
57.176	534.79	-0.207
57.177	534.50	-0.208
57.178	534.21	-0.208
57.179	533.93	-0.208
57.180	533.65	-0.209
57.181	533.37	-0.209
57.182	533.10	-0.209
57.183	532.82	-0.209
57.184	532.56	-0.210
57.185	532.29	-0.210
57.186	532.03	-0.210
57.187	531.77	-0.211
57.188	531.52	-0.211
57.189	531.27	-0.211
57.190	531.03	-0.211
57.191	530.79	-0.212
57.192	530.56	-0.212
57.193	530.33	-0.212
57.194	530.11	-0.212
57.195	529.89	-0.213
57.196	529.68	-0.213
57.197	529.48	-0.213
57.198	529.28	-0.213
57.199	529.09	-0.214
57.200	528.91	-0.214
57.201	528.73	-0.214
57.202	528.56	-0.214
57.203	528.40	-0.214
57.204	528.25	-0.215
57.205	528.11	-0.215
57.206	527.97	-0.215
57.207	527.84	-0.215
57.208	527.73	-0.215
57.209	527.62	-0.215
57.210	527.52	-0.215
57.211	527.43	-0.215
57.212	527.35	-0.215
57.213	527.28	-0.216
57.214	527.22	-0.216
57.215	527.17	-0.216
57.216	527.13	-0.216
57.217	527.10	-0.216
57.218	527.08	-0.216
57.219	527.07	-0.216
57.220	527.07	-0.216
57.221	527.08	-0.216
57.222	527.09	-0.216
57.223	527.12	-0.216
57.224	527.15	-0.216
57.225	527.19	-0.216
57.226	527.24	-0.216
57.227	527.30	-0.216
57.228	527.37	-0.215
57.229	527.44	-0.215
57.230	527.52	-0.215
57.231	527.61	-0.215
57.232	527.71	-0.215
57.233	527.81	-0.215
57.234	527.92	-0.215
57.235	528.04	-0.215
57.236	528.17	-0.215
57.237	528.30	-0.214
57.238	528.44	-0.214
57.239	528.58	-0.214
57.240	528.73	-0.214
57.241	528.89	-0.214
57.242	529.05	-0.214
57.243	529.22	-0.213
57.244	529.39	-0.213
57.245	529.57	-0.213
57.246	529.76	-0.213
57.247	529.95	-0.213
57.248	530.15	-0.212
57.249	530.35	-0.212
57.250	530.55	-0.212
57.251	530.76	-0.212
57.252	530.98	-0.212
57.253	531.20	-0.211
57.254	531.42	-0.211
57.255	531.65	-0.211
57.256	531.88	-0.211
57.257	532.12	-0.210
57.258	532.36	-0.210
57.259	532.60	-0.210
57.260	532.85	-0.209
57.261	533.10	-0.209
57.262	533.35	-0.209
57.263	533.60	-0.209
57.264	533.86	-0.208
57.265	534.12	-0.208
57.266	534.39	-0.208
57.267	534.65	-0.208
57.268	534.92	-0.207
57.269	535.19	-0.207
57.270	535.46	-0.207
57.271	535.74	-0.206
57.272	536.01	-0.206
57.273	536.29	-0.206
57.274	536.57	-0.205
57.275	536.85	-0.205
57.276	537.13	-0.205
57.277	537.41	-0.204
57.278	537.70	-0.204
57.279	537.98	-0.204
57.280	538.26	-0.204
57.281	538.55	-0.203
57.282	538.84	-0.203
57.283	539.12	-0.203
57.284	539.41	-0.202
57.285	539.70	-0.202
57.286	539.98	-0.202
57.287	540.27	-0.201
57.288	540.56	-0.201
57.289	540.84	-0.201
57.290	541.13	-0.200
57.291	541.41	-0.200
57.292	541.70	-0.200
57.293	541.98	-0.200
57.294	542.26	-0.199
57.295	542.54	-0.199
57.296	542.82	-0.199
57.297	543.10	-0.198
57.298	543.38	-0.198
57.299	543.66	-0.198
57.300	543.93	-0.197
57.301	544.20	-0.197
57.302	544.47	-0.197
57.303	544.74	-0.197
57.304	545.00	-0.196
57.305	545.27	-0.196
57.306	545.53	-0.196
57.307	545.78	-0.195
57.308	546.04	-0.195
57.309	546.29	-0.195
57.310	546.54	-0.195
57.311	546.79	-0.194
57.312	547.03	-0.194
57.313	547.27	-0.194
57.314	547.50	-0.194
57.315	547.74	-0.193
57.316	547.96	-0.193
57.317	548.19	-0.193
57.318	548.41	-0.193
57.319	548.63	-0.192
57.320	548.84	-0.192
57.321	549.05	-0.192
57.322	549.25	-0.192
57.323	549.45	-0.191
57.324	549.64	-0.191
57.325	549.83	-0.191
57.326	550.01	-0.191
57.327	550.19	-0.191
57.328	550.37	-0.191
57.329	550.54	-0.190
57.330	550.70	-0.190
57.331	550.86	-0.190
57.332	551.01	-0.190
57.333	551.16	-0.190
57.334	551.31	-0.189
57.335	551.45	-0.189
57.336	551.59	-0.189
57.337	551.72	-0.189
57.338	551.84	-0.189
57.339	551.97	-0.189
57.340	552.08	-0.189
57.341	552.20	-0.189
57.342	552.30	-0.188
57.343	552.41	-0.188
57.344	552.51	-0.188
57.345	552.60	-0.188
57.346	552.69	-0.188
57.347	552.78	-0.188
57.348	552.86	-0.188
57.349	552.94	-0.188
57.350	553.01	-0.188
57.351	553.08	-0.188
57.352	553.15	-0.188
57.353	553.21	-0.187
57.354	553.26	-0.187
57.355	553.32	-0.187
57.356	553.37	-0.187
57.357	553.41	-0.187
57.358	553.45	-0.187
57.359	553.49	-0.187
57.360	553.52	-0.187
57.361	553.55	-0.187
57.362	553.57	-0.187
57.363	553.60	-0.187
57.364	553.61	-0.187
57.365	553.63	-0.187
57.366	553.64	-0.187
57.367	553.64	-0.187
57.368	553.65	-0.187
57.369	553.65	-0.187
57.370	553.64	-0.187
57.371	553.63	-0.187
57.372	553.62	-0.187
57.373	553.61	-0.187
57.374	553.59	-0.187
57.375	553.57	-0.187
57.376	553.54	-0.187
57.377	553.51	-0.187
57.378	553.48	-0.187
57.379	553.45	-0.187
57.380	553.41	-0.187
57.381	553.36	-0.187
57.382	553.32	-0.187
57.383	553.27	-0.187
57.384	553.22	-0.187
57.385	553.17	-0.187
57.386	553.11	-0.188
57.387	553.05	-0.188
57.388	552.99	-0.188
57.389	552.92	-0.188
57.390	552.85	-0.188
57.391	552.78	-0.188
57.392	552.71	-0.188
57.393	552.63	-0.188
57.394	552.55	-0.188
57.395	552.47	-0.188
57.396	552.38	-0.188
57.397	552.30	-0.188
57.398	552.21	-0.189
57.399	552.12	-0.189
57.400	552.02	-0.189
57.401	551.93	-0.189
57.402	551.83	-0.189
57.403	551.73	-0.189
57.404	551.62	-0.189
57.405	551.52	-0.189
57.406	551.41	-0.189
57.407	551.30	-0.189
57.408	551.19	-0.190
57.409	551.08	-0.190
57.410	550.96	-0.190
57.411	550.85	-0.190
57.412	550.73	-0.190
57.413	550.61	-0.190
57.414	550.49	-0.190
57.415	550.36	-0.191
57.416	550.24	-0.191
57.417	550.11	-0.191
57.418	549.98	-0.191
57.419	549.85	-0.191
57.420	549.72	-0.191
57.421	549.59	-0.191
57.422	549.46	-0.191
57.423	549.32	-0.192
57.424	549.19	-0.192
57.425	549.05	-0.192
57.426	548.91	-0.192
57.427	548.77	-0.192
57.428	548.63	-0.192
57.429	548.49	-0.193
57.430	548.35	-0.193
57.431	548.20	-0.193
57.432	548.06	-0.193
57.433	547.91	-0.193
57.434	547.77	-0.193
57.435	547.62	-0.193
57.436	547.48	-0.194
57.437	547.33	-0.194
57.438	547.18	-0.194
57.439	547.03	-0.194
57.440	546.89	-0.194
57.441	546.74	-0.194
57.442	546.59	-0.195
57.443	546.44	-0.195
57.444	546.30	-0.195
57.445	546.15	-0.195
57.446	546.01	-0.195
57.447	545.86	-0.195
57.448	545.72	-0.196
57.449	545.58	-0.196
57.450	545.44	-0.196
57.451	545.30	-0.196
57.452	545.16	-0.196
57.453	545.02	-0.196
57.454	544.89	-0.196
57.455	544.75	-0.197
57.456	544.62	-0.197
57.457	544.49	-0.197
57.458	544.37	-0.197
57.459	544.24	-0.197
57.460	544.12	-0.197
57.461	544.00	-0.197
57.462	543.88	-0.197
57.463	543.77	-0.198
57.464	543.66	-0.198
57.465	543.55	-0.198
57.466	543.45	-0.198
57.467	543.35	-0.198
57.468	543.25	-0.198
57.469	543.16	-0.198
57.470	543.07	-0.198
57.471	542.98	-0.198
57.472	542.90	-0.199
57.473	542.82	-0.199
57.474	542.75	-0.199
57.475	542.68	-0.199
57.476	542.61	-0.199
57.477	542.55	-0.199
57.478	542.49	-0.199
57.479	542.44	-0.199
57.480	542.40	-0.199
57.481	542.36	-0.199
57.482	542.32	-0.199
57.483	542.29	-0.199
57.484	542.27	-0.199
57.485	542.25	-0.199
57.486	542.23	-0.199
57.487	542.23	-0.199
57.488	542.22	-0.199
57.489	542.23	-0.199
57.490	542.24	-0.199
57.491	542.26	-0.199
57.492	542.28	-0.199
57.493	542.31	-0.199
57.494	542.34	-0.199
57.495	542.38	-0.199
57.496	542.43	-0.199
57.497	542.48	-0.199
57.498	542.54	-0.199
57.499	542.60	-0.199
57.500	542.67	-0.199
57.501	542.74	-0.199
57.502	542.82	-0.199
57.503	542.90	-0.199
57.504	542.99	-0.198
57.505	543.08	-0.198
57.506	543.18	-0.198
57.507	543.27	-0.198
57.508	543.38	-0.198
57.509	543.48	-0.198
57.510	543.60	-0.198
57.511	543.71	-0.198
57.512	543.83	-0.198
57.513	543.95	-0.197
57.514	544.07	-0.197
57.515	544.20	-0.197
57.516	544.33	-0.197
57.517	544.46	-0.197
57.518	544.60	-0.197
57.519	544.73	-0.197
57.520	544.87	-0.196
57.521	545.02	-0.196
57.522	545.16	-0.196
57.523	545.31	-0.196
57.524	545.45	-0.196
57.525	545.60	-0.196
57.526	545.75	-0.195
57.527	545.90	-0.195
57.528	546.06	-0.195
57.529	546.21	-0.195
57.530	546.36	-0.195
57.531	546.52	-0.195
57.532	546.68	-0.194
57.533	546.83	-0.194
57.534	546.99	-0.194
57.535	547.15	-0.194
57.536	547.30	-0.194
57.537	547.46	-0.194
57.538	547.61	-0.193
57.539	547.77	-0.193
57.540	547.93	-0.193
57.541	548.08	-0.193
57.542	548.23	-0.193
57.543	548.39	-0.193
57.544	548.54	-0.192
57.545	548.69	-0.192
57.546	548.84	-0.192
57.547	548.99	-0.192
57.548	549.13	-0.192
57.549	549.28	-0.192
57.550	549.42	-0.192
57.551	549.56	-0.191
57.552	549.70	-0.191
57.553	549.83	-0.191
57.554	549.97	-0.191
57.555	550.10	-0.191
57.556	550.23	-0.191
57.557	550.36	-0.191
57.558	550.48	-0.190
57.559	550.61	-0.190
57.560	550.73	-0.190
57.561	550.85	-0.190
57.562	550.97	-0.190
57.563	551.09	-0.190
57.564	551.20	-0.190
57.565	551.31	-0.189
57.566	551.42	-0.189
57.567	551.53	-0.189
57.568	551.64	-0.189
57.569	551.74	-0.189
57.570	551.84	-0.189
57.571	551.94	-0.189
57.572	552.04	-0.189
57.573	552.14	-0.189
57.574	552.23	-0.188
57.575	552.32	-0.188
57.576	552.41	-0.188
57.577	552.50	-0.188
57.578	552.59	-0.188
57.579	552.67	-0.188
57.580	552.75	-0.188
57.581	552.83	-0.188
57.582	552.91	-0.188
57.583	552.99	-0.188
57.584	553.06	-0.188
57.585	553.13	-0.188
57.586	553.20	-0.187
57.587	553.27	-0.187
57.588	553.33	-0.187
57.589	553.40	-0.187
57.590	553.46	-0.187
57.591	553.51	-0.187
57.592	553.57	-0.187
57.593	553.63	-0.187
57.594	553.68	-0.187
57.595	553.73	-0.187
57.596	553.78	-0.187
57.597	553.82	-0.187
57.598	553.87	-0.187
57.599	553.91	-0.187
57.600	553.95	-0.187
57.601	553.99	-0.187
57.602	554.02	-0.187
57.603	554.05	-0.187
57.604	554.09	-0.187
57.605	554.11	-0.186
57.606	554.14	-0.186
57.607	554.17	-0.186
57.608	554.19	-0.186
57.609	554.21	-0.186
57.610	554.23	-0.186
57.611	554.24	-0.186
57.612	554.26	-0.186
57.613	554.27	-0.186
57.614	554.28	-0.186
57.615	554.29	-0.186
57.616	554.29	-0.186
57.617	554.30	-0.186
57.618	554.30	-0.186
57.619	554.30	-0.186
57.620	554.30	-0.186
57.621	554.29	-0.186
57.622	554.29	-0.186
57.623	554.28	-0.186
57.624	554.27	-0.186
57.625	554.26	-0.186
57.626	554.25	-0.186
57.627	554.24	-0.186
57.628	554.22	-0.186
57.629	554.21	-0.186
57.630	554.19	-0.186
57.631	554.17	-0.186
57.632	554.15	-0.186
57.633	554.13	-0.186
57.634	554.10	-0.186
57.635	554.08	-0.187
57.636	554.05	-0.187
57.637	554.03	-0.187
57.638	554.00	-0.187
57.639	553.97	-0.187
57.640	553.94	-0.187
57.641	553.91	-0.187
57.642	553.87	-0.187
57.643	553.84	-0.187
57.644	553.81	-0.187
57.645	553.77	-0.187
57.646	553.73	-0.187
57.647	553.70	-0.187
57.648	553.66	-0.187
57.649	553.62	-0.187
57.650	553.58	-0.187
57.651	553.54	-0.187
57.652	553.50	-0.187
57.653	553.46	-0.187
57.654	553.42	-0.187
57.655	553.37	-0.187
57.656	553.33	-0.187
57.657	553.29	-0.187
57.658	553.24	-0.187
57.659	553.20	-0.187
57.660	553.15	-0.188
57.661	553.11	-0.188
57.662	553.06	-0.188
57.663	553.02	-0.188
57.664	552.97	-0.188
57.665	552.93	-0.188
57.666	552.88	-0.188
57.667	552.83	-0.188
57.668	552.79	-0.188
57.669	552.74	-0.188
57.670	552.69	-0.188
57.671	552.65	-0.188
57.672	552.60	-0.188
57.673	552.55	-0.188
57.674	552.51	-0.188
57.675	552.46	-0.188
57.676	552.41	-0.188
57.677	552.37	-0.188
57.678	552.32	-0.188
57.679	552.28	-0.188
57.680	552.23	-0.189
57.681	552.19	-0.189
57.682	552.14	-0.189
57.683	552.10	-0.189
57.684	552.05	-0.189
57.685	552.01	-0.189
57.686	551.96	-0.189
57.687	551.92	-0.189
57.688	551.88	-0.189
57.689	551.84	-0.189
57.690	551.80	-0.189
57.691	551.76	-0.189
57.692	551.72	-0.189
57.693	551.68	-0.189
57.694	551.64	-0.189
57.695	551.60	-0.189
57.696	551.56	-0.189
57.697	551.52	-0.189
57.698	551.49	-0.189
57.699	551.45	-0.189
57.700	551.42	-0.189
57.701	551.38	-0.189
57.702	551.35	-0.189
57.703	551.32	-0.189
57.704	551.29	-0.190
57.705	551.26	-0.190
57.706	551.23	-0.190
57.707	551.20	-0.190
57.708	551.17	-0.190
57.709	551.15	-0.190
57.710	551.12	-0.190
57.711	551.10	-0.190
57.712	551.07	-0.190
57.713	551.05	-0.190
57.714	551.03	-0.190
57.715	551.01	-0.190
57.716	550.99	-0.190
57.717	550.98	-0.190
57.718	550.96	-0.190
57.719	550.95	-0.190
57.720	550.93	-0.190
57.721	550.92	-0.190
57.722	550.91	-0.190
57.723	550.90	-0.190
57.724	550.90	-0.190
57.725	550.89	-0.190
57.726	550.89	-0.190
57.727	550.88	-0.190
57.728	550.88	-0.190
57.729	550.88	-0.190
57.730	550.89	-0.190
57.731	550.89	-0.190
57.732	550.89	-0.190
57.733	550.90	-0.190
57.734	550.91	-0.190
57.735	550.92	-0.190
57.736	550.93	-0.190
57.737	550.94	-0.190
57.738	550.96	-0.190
57.739	550.97	-0.190
57.740	550.99	-0.190
57.741	551.01	-0.190
57.742	551.03	-0.190
57.743	551.05	-0.190
57.744	551.07	-0.190
57.745	551.09	-0.190
57.746	551.11	-0.190
57.747	551.13	-0.190
57.748	551.15	-0.190
57.749	551.17	-0.190
57.750	551.20	-0.190
57.751	551.22	-0.190
57.752	551.24	-0.190
57.753	551.26	-0.190
57.754	551.29	-0.190
57.755	551.31	-0.189
57.756	551.33	-0.189
57.757	551.35	-0.189
57.758	551.37	-0.189
57.759	551.39	-0.189
57.760	551.41	-0.189
57.761	551.43	-0.189
57.762	551.45	-0.189
57.763	551.47	-0.189
57.764	551.49	-0.189
57.765	551.50	-0.189
57.766	551.52	-0.189
57.767	551.53	-0.189
57.768	551.54	-0.189
57.769	551.55	-0.189
57.770	551.56	-0.189
57.771	551.57	-0.189
57.772	551.57	-0.189
57.773	551.58	-0.189
57.774	551.58	-0.189
57.775	551.58	-0.189
57.776	551.58	-0.189
57.777	551.57	-0.189
57.778	551.57	-0.189
57.779	551.56	-0.189
57.780	551.55	-0.189
57.781	551.53	-0.189
57.782	551.52	-0.189
57.783	551.50	-0.189
57.784	551.48	-0.189
57.785	551.45	-0.189
57.786	551.42	-0.189
57.787	551.39	-0.189
57.788	551.36	-0.189
57.789	551.32	-0.189
57.790	551.29	-0.190
57.791	551.24	-0.190
57.792	551.20	-0.190
57.793	551.15	-0.190
57.794	551.09	-0.190
57.795	551.04	-0.190
57.796	550.98	-0.190
57.797	550.91	-0.190
57.798	550.85	-0.190
57.799	550.78	-0.190
57.800	550.71	-0.190
57.801	550.63	-0.190
57.802	550.56	-0.190
57.803	550.48	-0.190
57.804	550.40	-0.190
57.805	550.31	-0.191
57.806	550.23	-0.191
57.807	550.15	-0.191
57.808	550.06	-0.191
57.809	549.97	-0.191
57.810	549.89	-0.191
57.811	549.80	-0.191
57.812	549.71	-0.191
57.813	549.62	-0.191
57.814	549.53	-0.191
57.815	549.44	-0.191
57.816	549.35	-0.192
57.817	549.26	-0.192
57.818	549.17	-0.192
57.819	549.08	-0.192
57.820	549.00	-0.192
57.821	548.91	-0.192
57.822	548.83	-0.192
57.823	548.74	-0.192
57.824	548.66	-0.192
57.825	548.58	-0.192
57.826	548.50	-0.193
57.827	548.42	-0.193
57.828	548.35	-0.193
57.829	548.28	-0.193
57.830	548.21	-0.193
57.831	548.14	-0.193
57.832	548.08	-0.193
57.833	548.02	-0.193
57.834	547.96	-0.193
57.835	547.91	-0.193
57.836	547.86	-0.193
57.837	547.81	-0.193
57.838	547.77	-0.193
57.839	547.73	-0.193
57.840	547.69	-0.193
57.841	547.66	-0.193
57.842	547.64	-0.193
57.843	547.62	-0.193
57.844	547.60	-0.193
57.845	547.59	-0.193
57.846	547.58	-0.193
57.847	547.58	-0.193
57.848	547.59	-0.193
57.849	547.60	-0.193
57.850	547.62	-0.193
57.851	547.64	-0.193
57.852	547.67	-0.193
57.853	547.71	-0.193
57.854	547.75	-0.193
57.855	547.80	-0.193
57.856	547.85	-0.193
57.857	547.92	-0.193
57.858	547.99	-0.193
57.859	548.07	-0.193
57.860	548.15	-0.193
57.861	548.24	-0.193
57.862	548.33	-0.193
57.863	548.44	-0.193
57.864	548.55	-0.192
57.865	548.66	-0.192
57.866	548.78	-0.192
57.867	548.91	-0.192
57.868	549.04	-0.192
57.869	549.18	-0.192
57.870	549.32	-0.192
57.871	549.47	-0.191
57.872	549.62	-0.191
57.873	549.78	-0.191
57.874	549.94	-0.191
57.875	550.11	-0.191
57.876	550.29	-0.191
57.877	550.47	-0.190
57.878	550.65	-0.190
57.879	550.84	-0.190
57.880	551.03	-0.190
57.881	551.22	-0.190
57.882	551.42	-0.189
57.883	551.63	-0.189
57.884	551.84	-0.189
57.885	552.05	-0.189
57.886	552.27	-0.188
57.887	552.49	-0.188
57.888	552.71	-0.188
57.889	552.94	-0.188
57.890	553.17	-0.187
57.891	553.40	-0.187
57.892	553.64	-0.187
57.893	553.88	-0.187
57.894	554.12	-0.186
57.895	554.37	-0.186
57.896	554.62	-0.186
57.897	554.87	-0.186
57.898	555.12	-0.185
57.899	555.38	-0.185
57.900	555.63	-0.185
57.901	555.90	-0.185
57.902	556.16	-0.184
57.903	556.42	-0.184
57.904	556.69	-0.184
57.905	556.96	-0.183
57.906	557.23	-0.183
57.907	557.50	-0.183
57.908	557.77	-0.183
57.909	558.05	-0.182
57.910	558.32	-0.182
57.911	558.60	-0.182
57.912	558.87	-0.181
57.913	559.15	-0.181
57.914	559.43	-0.181
57.915	559.71	-0.181
57.916	559.99	-0.180
57.917	560.27	-0.180
57.918	560.56	-0.180
57.919	560.84	-0.179
57.920	561.12	-0.179
57.921	561.40	-0.179
57.922	561.68	-0.178
57.923	561.96	-0.178
57.924	562.24	-0.178
57.925	562.51	-0.178
57.926	562.79	-0.177
57.927	563.07	-0.177
57.928	563.34	-0.177
57.929	563.61	-0.176
57.930	563.88	-0.176
57.931	564.15	-0.176
57.932	564.42	-0.176
57.933	564.68	-0.175
57.934	564.94	-0.175
57.935	565.20	-0.175
57.936	565.45	-0.174
57.937	565.70	-0.174
57.938	565.95	-0.174
57.939	566.19	-0.174
57.940	566.43	-0.173
57.941	566.67	-0.173
57.942	566.90	-0.173
57.943	567.13	-0.173
57.944	567.35	-0.172
57.945	567.57	-0.172
57.946	567.79	-0.172
57.947	568.00	-0.172
57.948	568.20	-0.171
57.949	568.40	-0.171
57.950	568.59	-0.171
57.951	568.78	-0.171
57.952	568.96	-0.171
57.953	569.13	-0.171
57.954	569.30	-0.170
57.955	569.47	-0.170
57.956	569.62	-0.170
57.957	569.77	-0.170
57.958	569.91	-0.170
57.959	570.05	-0.170
57.960	570.17	-0.169
57.961	570.29	-0.169
57.962	570.40	-0.169
57.963	570.51	-0.169
57.964	570.60	-0.169
57.965	570.69	-0.169
57.966	570.77	-0.169
57.967	570.84	-0.169
57.968	570.90	-0.169
57.969	570.95	-0.169
57.970	571.00	-0.169
57.971	571.03	-0.169
57.972	571.05	-0.168
57.973	571.07	-0.168
57.974	571.07	-0.168
57.975	571.07	-0.168
57.976	571.05	-0.168
57.977	571.03	-0.169
57.978	570.99	-0.169
57.979	570.95	-0.169
57.980	570.89	-0.169
57.981	570.83	-0.169
57.982	570.76	-0.169
57.983	570.68	-0.169
57.984	570.59	-0.169
57.985	570.50	-0.169
57.986	570.40	-0.169
57.987	570.29	-0.169
57.988	570.18	-0.169
57.989	570.06	-0.170
57.990	569.93	-0.170
57.991	569.80	-0.170
57.992	569.66	-0.170
57.993	569.52	-0.170
57.994	569.37	-0.170
57.995	569.22	-0.170
57.996	569.07	-0.171
57.997	568.91	-0.171
57.998	568.75	-0.171
57.999	568.58	-0.171
58.000	568.42	-0.171
58.001	568.25	-0.171
58.002	568.08	-0.172
58.003	567.91	-0.172
58.004	567.73	-0.172
58.005	567.56	-0.172
58.006	567.38	-0.172
58.007	567.20	-0.173
58.008	567.03	-0.173
58.009	566.85	-0.173
58.010	566.68	-0.173
58.011	566.50	-0.173
58.012	566.33	-0.173
58.013	566.16	-0.174
58.014	565.99	-0.174
58.015	565.82	-0.174
58.016	565.66	-0.174
58.017	565.50	-0.174
58.018	565.34	-0.175
58.019	565.18	-0.175
58.020	565.03	-0.175
58.021	564.89	-0.175
58.022	564.74	-0.175
58.023	564.61	-0.175
58.024	564.47	-0.175
58.025	564.35	-0.176
58.026	564.22	-0.176
58.027	564.11	-0.176
58.028	564.00	-0.176
58.029	563.90	-0.176
58.030	563.80	-0.176
58.031	563.71	-0.176
58.032	563.63	-0.176
58.033	563.56	-0.176
58.034	563.50	-0.176
58.035	563.44	-0.177
58.036	563.39	-0.177
58.037	563.36	-0.177
58.038	563.33	-0.177
58.039	563.31	-0.177
58.040	563.30	-0.177
58.041	563.29	-0.177
58.042	563.30	-0.177
58.043	563.31	-0.177
58.044	563.33	-0.177
58.045	563.35	-0.177
58.046	563.39	-0.177
58.047	563.43	-0.177
58.048	563.48	-0.177
58.049	563.53	-0.176
58.050	563.60	-0.176
58.051	563.66	-0.176
58.052	563.74	-0.176
58.053	563.82	-0.176
58.054	563.91	-0.176
58.055	564.00	-0.176
58.056	564.10	-0.176
58.057	564.20	-0.176
58.058	564.31	-0.176
58.059	564.43	-0.175
58.060	564.55	-0.175
58.061	564.68	-0.175
58.062	564.81	-0.175
58.063	564.94	-0.175
58.064	565.08	-0.175
58.065	565.22	-0.175
58.066	565.37	-0.174
58.067	565.52	-0.174
58.068	565.68	-0.174
58.069	565.84	-0.174
58.070	566.00	-0.174
58.071	566.17	-0.174
58.072	566.34	-0.173
58.073	566.51	-0.173
58.074	566.69	-0.173
58.075	566.86	-0.173
58.076	567.04	-0.173
58.077	567.23	-0.173
58.078	567.41	-0.172
58.079	567.60	-0.172
58.080	567.79	-0.172
58.081	567.98	-0.172
58.082	568.17	-0.172
58.083	568.37	-0.171
58.084	568.56	-0.171
58.085	568.76	-0.171
58.086	568.96	-0.171
58.087	569.15	-0.170
58.088	569.35	-0.170
58.089	569.55	-0.170
58.090	569.75	-0.170
58.091	569.95	-0.170
58.092	570.15	-0.169
58.093	570.35	-0.169
58.094	570.55	-0.169
58.095	570.75	-0.169
58.096	570.95	-0.169
58.097	571.14	-0.168
58.098	571.34	-0.168
58.099	571.54	-0.168
58.100	571.73	-0.168
58.101	571.92	-0.168
58.102	572.11	-0.167
58.103	572.30	-0.167
58.104	572.49	-0.167
58.105	572.67	-0.167
58.106	572.86	-0.167
58.107	573.04	-0.166
58.108	573.22	-0.166
58.109	573.39	-0.166
58.110	573.56	-0.166
58.111	573.73	-0.166
58.112	573.90	-0.165
58.113	574.06	-0.165
58.114	574.22	-0.165
58.115	574.38	-0.165
58.116	574.53	-0.165
58.117	574.67	-0.165
58.118	574.82	-0.165
58.119	574.96	-0.164
58.120	575.09	-0.164
58.121	575.22	-0.164
58.122	575.35	-0.164
58.123	575.47	-0.164
58.124	575.58	-0.164
58.125	575.69	-0.164
58.126	575.80	-0.163
58.127	575.90	-0.163
58.128	575.99	-0.163
58.129	576.08	-0.163
58.130	576.16	-0.163
58.131	576.23	-0.163
58.132	576.30	-0.163
58.133	576.36	-0.163
58.134	576.42	-0.163
58.135	576.46	-0.163
58.136	576.51	-0.163
58.137	576.54	-0.163
58.138	576.57	-0.163
58.139	576.58	-0.163
58.140	576.60	-0.163
58.141	576.60	-0.163
58.142	576.60	-0.163
58.143	576.58	-0.163
58.144	576.56	-0.163
58.145	576.53	-0.163
58.146	576.49	-0.163
58.147	576.45	-0.163
